measure,layer,sse,close,mid,far,extreme
angles_layer,A,A3E,0.0,0.0,-0.18534692816460563,9.533167992739827
angles_layer,A,A4E,0.0,0.0,12.301385634286236,30.281854347003375
angles_layer,A,A1E,0.0,0.0,-12.572331570410508,-31.339911801793022
angles_layer,A,A2E,0.0,0.0,-2.597620811479662,-11.63067120070222
angles_floor,A,A3E,0.0,0.0,-68.25436166583694,69.55772770935445
angles_floor,A,A4E,0.0,0.0,-63.923140130650054,52.5745208262492
angles_floor,A,A1E,0.0,0.0,-64.02610030767316,47.41364285363723
angles_floor,A,A2E,0.0,0.0,-67.87290648146936,66.24258485412352
angles_side,A,A3E,0.0,0.0,-5.290843995699454,1.7858168081798595
angles_side,A,A4E,0.0,0.0,-6.812640905815307,1.854793105941532
angles_side,A,A1E,0.0,0.0,-2.4916761309679103,1.5901545175589362
angles_side,A,A2E,0.0,0.0,-7.9549718756331345,1.2700997774079639
points_layer,A,A3E,0.0,0.0,0.11322386869691162,0.44508756574926894
points_layer,A,A4E,0.0,0.0,0.1230589200873891,0.32126214990992225
points_layer,A,A1E,0.0,0.0,0.19888985821402655,0.4910461796530745
points_layer,A,A2E,0.0,0.0,0.41146380416133593,0.3046834382879182
points_floor,A,A3E,0.0,0.0,0.5926178524549148,0.5484200103974978
points_floor,A,A4E,0.0,0.0,2.1925304126915917,2.037163298714668
points_floor,A,A1E,0.0,0.0,2.0719623082146947,2.5540862639987467
points_floor,A,A2E,0.0,0.0,0.7180358416171653,0.5271691539485206
points_side,A,A3E,0.0,0.0,2.46859176161368,2.1585629421967556
points_side,A,A4E,0.0,0.0,6.6480931275977735,6.463559654422168
points_side,A,A1E,0.0,0.0,6.44116555809742,6.450594207063274
points_side,A,A2E,0.0,0.0,2.9616345981825725,1.7996681742741207
